SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,1409 Deepwood Dr,Upper St. Clair,PA,15241,419000,3,2.5,Upper St. Clair,,12196,2000,126,,21,Active,,,https://www.redfin.com/PA/Pittsburgh/1409-Deep-Wood-Dr-15241/home/74774198,West Penn MLS,1571096,N,Y,40.349325,-80.0896557
MLS Listing,,Single Family Residential,409 Brinwood Ave,Carrick,PA,15227,99500,4,2,Carrick,1552,7801,1906,126,64,,Active,,,https://www.redfin.com/PA/Pittsburgh/409-Brinwood-Ave-15227/home/73583620,West Penn MLS,1571059,N,Y,40.3915771,-79.978564
MLS Listing,,Single Family Residential,279 Advent St,West End,PA,15220,59900,2,1,West End,1122,3201,1901,126,53,,Active,,,https://www.redfin.com/PA/Pittsburgh/279-Advent-St-15220/home/74535918,West Penn MLS,1571041,N,Y,40.4442887,-80.0339988
MLS Listing,,Single Family Residential,318 57th St,Lawrenceville,PA,15201,159900,3,1,Lawrenceville,1318,1960,1880,126,121,,Active,,,https://www.redfin.com/PA/Pittsburgh/318-57th-St-15201/home/74467739,West Penn MLS,1570975,N,Y,40.4826829,-79.9437204
MLS Listing,,Single Family Residential,2316 Colorado St,Marshall,PA,15212,52900,2,1,Marshall,840,662,1889,126,63,,Active,,,https://www.redfin.com/PA/Pittsburgh/2316-Colorado-Way-15212/home/74641110,West Penn MLS,1570963,N,Y,40.4627878,-80.0308416
MLS Listing,,Single Family Residential,211 N Lexington St,Point Breeze,PA,15208,145000,4,,Point Breeze,3420,3628,1950,126,42,,Active,,,https://www.redfin.com/PA/Pittsburgh/211-N-Lexington-St-15208/home/74515542,West Penn MLS,1559665,N,Y,40.4499707,-79.8991322
MLS Listing,,Single Family Residential,165 S 18th St,South Side,PA,15203,275000,5,3,South Side,2000,1197,1900,127,138,,Active,,,https://www.redfin.com/PA/Pittsburgh/165-S-18th-St-15203/home/74479517,West Penn MLS,1570790,N,Y,40.425672,-79.980655
MLS Listing,,Single Family Residential,158 S 20th St,South Side,PA,15203,384900,4,2.5,South Side,,,1862,127,,,Active,,,https://www.redfin.com/PA/Pittsburgh/158-S-20th-St-15203/home/74479264,West Penn MLS,1570885,N,Y,40.4260243,-79.9780943
MLS Listing,,Single Family Residential,208 Rolfe St,Homewood-brushton,PA,15221,58000,3,1,Homewood-Brushton,1296,5501,1918,128,45,,Active,,,https://www.redfin.com/PA/Pittsburgh/208-Rolfe-St-15221/home/74544176,West Penn MLS,1570758,N,Y,40.4545084,-79.8763029
MLS Listing,,Single Family Residential,204 Marlow St,Elliott,PA,15220,149900,4,1,Elliott,1394,2347,1910,128,108,,Active,,,https://www.redfin.com/PA/Pittsburgh/204-Marlow-St-15220/home/74535775,West Penn MLS,1569505,N,Y,40.4438908,-80.038287
MLS Listing,,Single Family Residential,2930 Shadeland Ave,Marshall Shadeland,PA,15212,160000,3,1,Marshall Shadeland,1532,3393,1920,128,104,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/2930-Shadeland-Ave-15212/home/74640110,West Penn MLS,1570650,N,Y,40.4716421,-80.0306714
MLS Listing,,Single Family Residential,642 Wetzel Rd,Shaler,PA,15209,329900,4,3,Shaler,,78408,1932,128,,,Active,,,https://www.redfin.com/PA/Pittsburgh/642-Wetzel-Rd-15209/home/74595699,West Penn MLS,1570663,N,Y,40.5218393,-79.9738884
MLS Listing,,Single Family Residential,12 Grace St,Crafton,PA,15205,135000,3,1,Crafton,,4007,1910,129,,,Active,,,https://www.redfin.com/PA/Pittsburgh/12-Grace-St-15205/home/73552105,West Penn MLS,1570706,N,Y,40.4374146,-80.0614596
MLS Listing,,Single Family Residential,76 Standish Blvd,Mt. Lebanon,PA,15228,756500,4,4,Mt. Lebanon,,11447,1928,129,,,Active,,,https://www.redfin.com/PA/Pittsburgh/76-Standish-Blvd-15228/home/74559956,West Penn MLS,1570696,N,Y,40.362167,-80.0500249
MLS Listing,,Single Family Residential,2410 1/2 Leticoe St,South Side,PA,15203,165000,3,1,South Side,1170,1498,1900,129,141,,Active,,,https://www.redfin.com/PA/Pittsburgh/2410-1-2-Leticoe-St-15203/home/74490846,West Penn MLS,1570543,N,Y,40.4233806,-79.9721053
MLS Listing,,Single Family Residential,5345 Broad St,Garfield,PA,15224,74900,3,1,Garfield,1520,2252,1900,129,49,,Active,,,https://www.redfin.com/PA/Pittsburgh/5345-Broad-St-15224/home/73553613,West Penn MLS,1570007,N,Y,40.4658261,-79.9365282
MLS Listing,,Single Family Residential,4628 Carroll St,Bloomfield,PA,15224,215000,2,1.5,Bloomfield,,1611,1900,130,,,Active,,,https://www.redfin.com/PA/Pittsburgh/4628-Carroll-St-15224/home/73553562,West Penn MLS,1570675,N,Y,40.4649776,-79.9486552
MLS Listing,,Single Family Residential,3232 Spring Garden Rd,Reserve,PA,15212,171900,2,2,Reserve,1403,7801,1949,130,123,,Active,,,https://www.redfin.com/PA/Pittsburgh/3232-Spring-Garden-Rd-15212/home/73532957,West Penn MLS,1570530,N,Y,40.477502,-79.9947718
MLS Listing,,Single Family Residential,447 Englewood,Ross Twp,PA,15237,239900,3,2,Ross Twp,,10890,1976,130,,,Active,,,https://www.redfin.com/PA/Pittsburgh/447-Englewood-Dr-15237/home/73504370,West Penn MLS,1564272,N,Y,40.5334014,-79.9887009
MLS Listing,,Single Family Residential,405 Parker St,Shaler,PA,15209,199000,2,1.5,Shaler,,2374,1920,130,,,Active,,,https://www.redfin.com/PA/Pittsburgh/405-Parker-St-15209/home/74508703,West Penn MLS,1570439,N,Y,40.4937912,-79.9609964
MLS Listing,,Single Family Residential,6703 Reynolds St,Point Breeze,PA,15206,750000,3,2.5,Point Breeze,2100,2008,1886,130,357,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/6703-Reynolds-St-15206/home/74475555,West Penn MLS,1570221,N,Y,40.4516788,-79.9146461
MLS Listing,,Single Family Residential,312 Cape May Ave,Beechview,PA,15216,79900,2,1,Beechview,1030,1999,1904,130,78,,Active,,,https://www.redfin.com/PA/Pittsburgh/312-Cape-May-Ave-15216/home/74597682,West Penn MLS,1570200,N,Y,40.4100979,-80.0206659
MLS Listing,,Single Family Residential,163 Hochberg Rd,Penn Hills,PA,15235,115000,2,1,Penn Hills,850,4687,1957,130,135,,Active,,,https://www.redfin.com/PA/Pittsburgh/163-Hochberg-Rd-15235/home/74574353,West Penn MLS,1570602,N,Y,40.463967,-79.8608551
MLS Listing,,Single Family Residential,0 Homewood Dr,Penn Hills,PA,15235,7000,0,,Penn Hills,,6250,,130,,,Active,,,https://www.redfin.com/PA/PITTSBURGH/HOMEWOOD-DR-15235/home/102197261,West Penn MLS,1570562,N,Y,40.447078,-79.828694
MLS Listing,,Single Family Residential,5440 Bartlett St,Squirrel Hill,PA,15217,749900,4,4,Squirrel Hill,2528,5797,1935,131,297,,Active,,,https://www.redfin.com/PA/Pittsburgh/5440-Bartlett-St-15217/home/74751508,West Penn MLS,1570177,N,Y,40.4347296,-79.9318153
MLS Listing,,Single Family Residential,244 Dunseith St,Oakland,PA,15213,274999,3,1,Oakland,1459,1785,1910,131,188,20,Active,,,https://www.redfin.com/PA/Pittsburgh/244-Dunseith-St-15213/home/74571313,West Penn MLS,1570458,N,Y,40.4419147,-79.9648752
MLS Listing,,Single Family Residential,6344 Phillips Ave,Squirrel Hill,PA,15217,615000,6,4.5,Squirrel Hill,2568,3118,1903,132,239,,Active,,,https://www.redfin.com/PA/Pittsburgh/6344-Phillips-Ave-15217/home/74754188,West Penn MLS,1570070,N,Y,40.432273,-79.9165071
MLS Listing,,Single Family Residential,203 Beall Dr,Whitehall,PA,15236,370000,4,3,Whitehall,2796,9448,1961,132,132,,Active,,,https://www.redfin.com/PA/Pittsburgh/203-Beall-Dr-15236/home/74584359,West Penn MLS,1570163,N,Y,40.3515362,-79.9738498
MLS Listing,,Single Family Residential,566 Sickles St,Homewood-brushton,PA,15221,120000,3,2,Homewood-Brushton,1840,10140,1930,132,65,,Active,,,https://www.redfin.com/PA/Pittsburgh/566-Sickles-St-15221/home/74544292,West Penn MLS,1570125,N,Y,40.4508597,-79.8818253
For-Sale-by-Owner Listing,,Single Family Residential,1415 Anderson Rd,Pittsburgh,PA,15209,314000,3,2,Pittsburgh,1575,10432,1921,132,199,,Active,,,https://www.redfin.com/PA/Pittsburgh/1415-Anderson-Rd-15209/home/74569642,Fizber.com,11476443,N,Y,40.5155295,-79.9800331
MLS Listing,,Single Family Residential,3918 Oakdale St,Observatory Hill,PA,15214,100000,0,,Observatory Hill,,12083,,133,,,Active,,,https://www.redfin.com/PA/Pittsburgh/3918-Oakdale-St-15214/home/163860436,West Penn MLS,1570162,N,Y,40.4888629,-80.0264417
MLS Listing,,Single Family Residential,3802 Acorn St,Greenfield,PA,15207,99000,4,2,Greenfield,2016,2073,1900,133,49,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/3802-Acorn-St-15207/home/74578091,West Penn MLS,1570081,N,Y,40.4265813,-79.9500695
MLS Listing,,Single Family Residential,2387 Morrow Rd,Upper St. Clair,PA,15241,925000,5,6,Upper St. Clair,,89602,1965,133,,,Active,,,https://www.redfin.com/PA/Pittsburgh/2387-Morrow-Rd-15241/home/74619834,West Penn MLS,1569870,N,Y,40.337019,-80.0934523
MLS Listing,,Single Family Residential,6334 Forward Ave,Squirrel Hill,PA,15217,305000,5,2.5,Squirrel Hill,,4356,1900,133,,,Active,,,https://www.redfin.com/PA/Pittsburgh/6334-Forward-Ave-15217/home/74754483,West Penn MLS,1570143,N,Y,40.4286472,-79.9201228
MLS Listing,,Single Family Residential,206 Saylong Dr,Penn Hills,PA,15235,184900,3,2.5,Penn Hills,1254,6198,1957,133,147,,Active,,,https://www.redfin.com/PA/Pittsburgh/206-Saylong-Dr-15235/home/74603775,West Penn MLS,1565294,N,Y,40.4548196,-79.8353423
MLS Listing,,Single Family Residential,1536 Shady Ave,Squirrel Hill,PA,15217,893000,5,3.5,Squirrel Hill,2900,5619,1908,133,308,,Active,,,https://www.redfin.com/PA/Pittsburgh/1536-Shady-Ave-15217/home/73534071,West Penn MLS,1570061,N,Y,40.4407291,-79.9199479
MLS Listing,,Single Family Residential,309 Red Oak Ln,Upper St. Clair,PA,15241,170000,0,,Upper St. Clair,,17554,,133,,,Active,,,https://www.redfin.com/PA/Pittsburgh/309-Red-Oak-Ln-15241/home/113675297,West Penn MLS,1570015,N,Y,40.3013881,-80.0769146
MLS Listing,,Single Family Residential,305 Red Oak Ln,Upper St. Clair,PA,15241,170000,0,,Upper St. Clair,,21915,,133,,,Active,,,https://www.redfin.com/PA/Pittsburgh/305-Red-Oak-Ln-15241/home/103477676,West Penn MLS,1570027,N,Y,40.3017365,-80.0769458
MLS Listing,,Single Family Residential,314 Aidyl Ave,Brookline,PA,15226,128500,2,1,Brookline,,,1932,133,,,Active,,,https://www.redfin.com/PA/Pittsburgh/314-Aidyl-Ave-15226/home/74695781,West Penn MLS,1570017,N,Y,40.395024,-80.0272033
MLS Listing,,Single Family Residential,1856 Montier St,Wilkinsburg,PA,15221,40000,3,1,Wilkinsburg,1744,6102,1900,134,23,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/1856-Montier-St-15221/home/74544516,West Penn MLS,1566520,N,Y,40.4486221,-79.8677243
PAST SALE,January-11-2003,Single Family Residential,3223 Harcum Way,South Side,PA,15203,159900,2,2,South Side,1344,1093,1890,134,119,,Pending,,,https://www.redfin.com/PA/Pittsburgh/3223-Harcum-Way-15203/home/74583300,West Penn MLS,1566950,N,Y,40.4211905,-79.962231
MLS Listing,,Single Family Residential,244 E Willock Rd,Brentwood,PA,15227,125000,4,2,Brentwood,1563,6464,1926,134,80,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/244-E-Willock-Rd-15227/home/74526138,West Penn MLS,1569959,N,Y,40.369019,-79.971379
MLS Listing,,Single Family Residential,134 Climax St,Beltzhoover,PA,15210,34900,3,1,Beltzhoover,1937,2556,1910,134,18,,Active,,,https://www.redfin.com/PA/Pittsburgh/134-Climax-St-15210/home/74503398,West Penn MLS,1569868,N,Y,40.419219,-80.0043846
MLS Listing,,Single Family Residential,323 Ella St,Bloomfield,PA,15224,335000,3,2,Bloomfield,1833,2739,1900,134,183,,Active,,,https://www.redfin.com/PA/Pittsburgh/323-Ella-St-15224/home/73548808,West Penn MLS,1569906,N,Y,40.4623413,-79.9522074
MLS Listing,,Single Family Residential,2137 Lindsay Rd,Wilkinsburg,PA,15221,159900,3,1,Wilkinsburg,,5601,1950,134,,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/2137-Lindsay-Rd-15221/home/74575796,West Penn MLS,1569861,N,Y,40.4474157,-79.8594111
MLS Listing,,Single Family Residential,5837 Solway,Squirrel Hill,PA,15217,1365000,6,4.5,Squirrel Hill,5087,11600,1900,134,268,,Active,,,https://www.redfin.com/PA/Pittsburgh/5837-Solway-St-15217/home/73583285,West Penn MLS,1566484,N,Y,40.4430677,-79.9223528
MLS Listing,,Single Family Residential,1707-1709 Locust St,Downtown Pgh,PA,15219,849900,4,2,Downtown Pgh,2032,1110,1910,134,418,,Active,,,https://www.redfin.com/PA/Pittsburgh/1707-Locust-St-15219/home/73541001,West Penn MLS,1569834,N,Y,40.4367865,-79.9824201
MLS Listing,,Single Family Residential,1309 Jefferson Heights Rd,Wilkins Twp,PA,15235,144900,3,1.5,Wilkins Twp,1260,6969,1954,135,115,,Active,,,https://www.redfin.com/PA/Pittsburgh/1309-Jefferson-Heights-Rd-15235/home/74669772,West Penn MLS,1569268,N,Y,40.4414236,-79.8138305
MLS Listing,,Single Family Residential,369 Oaklawn Dr,Upper St. Clair,PA,15241,599990,4,3.5,Upper St. Clair,2785,14026,2022,135,215,100,Active,,,https://www.redfin.com/PA/Pittsburgh/369-Oaklawn-Dr-15241/home/144908337,West Penn MLS,1569794,N,Y,40.3110052,-80.0750754
MLS Listing,,Single Family Residential,373 Oaklawn Dr,Upper St. Clair,PA,15241,614990,4,3.5,Upper St. Clair,2883,13939,2022,135,213,100,Active,,,https://www.redfin.com/PA/Pittsburgh/373-Oaklawn-Dr-15241/home/144908427,West Penn MLS,1569792,N,Y,40.3107375,-80.0750149
MLS Listing,,Single Family Residential,589 Forest Ave,Bellevue,PA,15202,281500,4,2,Bellevue,1755,3750,1911,135,160,,Active,,,https://www.redfin.com/PA/Pittsburgh/589-Forest-Ave-15202/home/74538025,West Penn MLS,1569777,N,Y,40.5017047,-80.0547628
MLS Listing,,Single Family Residential,2087 Spring Valley Rd,Scott Twp - Sal,PA,15243,249900,4,3,Scott Twp - SAL,1344,6499,1948,135,186,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/2087-Spring-Valley-Rd-15243/home/74560413,West Penn MLS,1569279,N,Y,40.3650433,-80.090223
MLS Listing,,Single Family Residential,322 Preston Ave,Ross Twp,PA,15214,239900,3,2,Ross Twp,936,6721,1960,135,256,,Active,,,https://www.redfin.com/PA/Pittsburgh/322-Preston-Ave-15214/home/74506656,West Penn MLS,1569683,N,Y,40.4935597,-80.0301975
MLS Listing,,Single Family Residential,5246 Beelermont,Squirrel Hill,PA,15217,339900,3,1,Squirrel Hill,1372,4791,1928,137,248,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/5246-Beelermont-Pl-15217/home/73554100,West Penn MLS,1569629,N,Y,40.4445581,-79.934857
MLS Listing,,Single Family Residential,1453 Sloan Ave,Wilkinsburg,PA,15221,69900,3,1,Wilkinsburg,1336,4260,1920,137,52,,Active,,,https://www.redfin.com/PA/Pittsburgh/1453-Sloan-Ave-15221/home/74575696,West Penn MLS,1554428,N,Y,40.4484029,-79.8625615
MLS Listing,,Single Family Residential,1226 Breed St,South Side,PA,15203,379900,3,2.5,South Side,2366,1267,1850,137,161,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/1226-Breed-St-15203/home/74621619,West Penn MLS,1569331,N,Y,40.4258649,-79.9850881
MLS Listing,,Single Family Residential,130 Royal St,Central North Side,PA,15212,109000,3,,Central North Side,1737,2779,1900,138,63,,Active,,,https://www.redfin.com/PA/Pittsburgh/130-Royal-St-15212/home/74650525,West Penn MLS,1569041,N,Y,40.4686082,-79.9970016
MLS Listing,,Single Family Residential,4142 Bigelow,Schenley Farms,PA,15213,1395000,4,4.5,Schenley Farms,4750,,1927,138,294,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/4142-Bigelow-Blvd-15213/home/74567342,West Penn MLS,1569418,N,Y,40.4480328,-79.9547464
MLS Listing,,Single Family Residential,304 Clover St,Arlington,PA,15210,120000,4,1,Arlington,2009,3049,1920,138,60,,Active,,,https://www.redfin.com/PA/Pittsburgh/304-Clover-St-15210/home/74492180,West Penn MLS,1569402,N,Y,40.414598,-79.9720773
MLS Listing,,Single Family Residential,4507 Torley St,Bloomfield,PA,15224,495000,4,2.5,Bloomfield,,23958,1900,138,,,Active,,,https://www.redfin.com/PA/Pittsburgh/4507-Torley-St-15224/home/73579036,West Penn MLS,1569383,N,Y,40.4648223,-79.9502875
MLS Listing,,Single Family Residential,4125 Windsor St,Greenfield,PA,15217,439000,4,2.5,Greenfield,2035,3001,1900,138,216,,Active,,,https://www.redfin.com/PA/Pittsburgh/4125-Windsor-St-15217/home/74755283,West Penn MLS,1569369,N,Y,40.4243457,-79.9290423
MLS Listing,,Single Family Residential,5018 Glenwood,Hazelwood,PA,15207,139000,5,1,Hazelwood,,8712,1920,138,,,Active,,,https://www.redfin.com/PA/Pittsburgh/5018-Glenwood-Ave-15207/home/74682224,West Penn MLS,1569343,N,Y,40.4086564,-79.9402779
MLS Listing,,Single Family Residential,100 Elma St,Baldwin Boro,PA,15227,124900,2,1,Baldwin Boro,1264,3088,1934,138,99,,Active,,,https://www.redfin.com/PA/Pittsburgh/100-Elma-St-15227/home/74488297,West Penn MLS,1568911,N,Y,40.3832701,-79.9683385
MLS Listing,,Single Family Residential,1543 Osage Ln,Mt. Lebanon,PA,15243,599999,3,3.5,Mt. Lebanon,2322,23156,1949,139,258,,Active,,,https://www.redfin.com/PA/Mt-Lebanon/1543-Osage-Ln-15243/home/173685539,West Penn MLS,1568720,N,Y,40.3891409,-80.0586997
MLS Listing,,Single Family Residential,19 W Woodford Ave,Carrick,PA,15210,169900,4,2,Carrick,1896,4883,1929,139,90,,Active,,,https://www.redfin.com/PA/Pittsburgh/19-W-Woodford-Ave-15210/home/74764237,West Penn MLS,1569118,N,Y,40.3931251,-79.9874994
MLS Listing,,Single Family Residential,2812 Pioneer Ave,Brookline,PA,15226,149000,3,1,Brookline,1350,7357,1940,139,110,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/2812-Pioneer-Ave-15226/home/73490690,West Penn MLS,1568979,N,Y,40.3943753,-80.0269192
MLS Listing,,Single Family Residential,Lot 1 S 11th St,South Side,PA,15203,99900,0,,South Side,,1176,,140,,,Active,,,https://www.redfin.com/PA/Pittsburgh/1-S-11th-St-15203/home/180786859,West Penn MLS,1569011,N,Y,40.4300446,-79.9875563
MLS Listing,,Single Family Residential,7505 Saltsburg Rd,Penn Hills,PA,15235,650000,4,,Penn Hills,,60983,1900,140,,,Active,,,https://www.redfin.com/PA/Pittsburgh/7505-Saltsburg-Rd-15235/home/169282817,West Penn MLS,1568963,N,Y,40.4769006,-79.7823842
MLS Listing,,Single Family Residential,1135 Greenfield Ave,Greenfield,PA,15217,35000,0,,Greenfield,,3271,,140,,,Active,,,https://www.redfin.com/PA/Pittsburgh/1135-Greenfield-Ave-15217/home/92585871,West Penn MLS,1568914,N,Y,40.4205943,-79.9291911
MLS Listing,,Single Family Residential,625 Carnival Dr,Plum Boro,PA,15239,199000,3,1,Plum Boro,1393,10929,1970,140,143,,Active,,,https://www.redfin.com/PA/Pittsburgh/625-Carnival-Dr-15239/home/74472829,West Penn MLS,1568900,N,Y,40.4690021,-79.7125335
MLS Listing,,Single Family Residential,1232 Hillsboro St,Sheraden,PA,15204,189999,3,2.5,Sheraden,2170,5501,1971,140,88,,Active,,,https://www.redfin.com/PA/Pittsburgh/1232-Hillsboro-St-15204/home/74624932,West Penn MLS,1568877,N,Y,40.4509195,-80.0611057
MLS Listing,,Single Family Residential,1316 Franklin Ave,Wilkinsburg,PA,15221,59500,3,1.5,Wilkinsburg,1440,3001,1920,140,41,,Active,,,https://www.redfin.com/PA/Pittsburgh/1316-Franklin-Ave-15221/home/73499581,West Penn MLS,1568646,N,Y,40.4384781,-79.8724039
MLS Listing,,Single Family Residential,10102 Saltsburg Rd,Plum Boro,PA,15239,180000,3,1,Plum Boro,1240,10890,1960,141,145,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/10102-Saltsburg-Rd-15239/home/74471980,West Penn MLS,1568550,N,Y,40.4891152,-79.7050825
MLS Listing,,Single Family Residential,460 Brett St,Banksville/westwood,PA,15205,159000,3,1,Banksville/Westwood,1338,2500,1905,141,119,,Active,,,https://www.redfin.com/PA/Pittsburgh/460-Brett-St-15205/home/74620194,West Penn MLS,1568802,N,Y,40.4320311,-80.0570941
MLS Listing,,Single Family Residential,100 Spring Grove Rd,Penn Hills,PA,15235,95000,3,1.5,Penn Hills,1547,5384,1950,141,61,,Active,,,https://www.redfin.com/PA/Pittsburgh/100-Spring-Grove-Rd-15235/home/74635108,West Penn MLS,1568669,N,Y,40.47436,-79.8225313
MLS Listing,,Single Family Residential,21 Kohlmeyers Ln,Mt Washington,PA,15211,229000,3,2,Mt Washington,,30491,1917,141,,,Active,,,https://www.redfin.com/PA/Pittsburgh/21-Kohlmeyers-Ln-15211/home/74655166,West Penn MLS,1568769,N,Y,40.4252846,-80.0071145
MLS Listing,,Single Family Residential,1 Santiago St,Perry Hilltop,PA,15214,180000,3,2,Perry Hilltop,2126,12392,1920,141,85,,Active,,,https://www.redfin.com/PA/Pittsburgh/1-Santiago-St-15214/home/74506411,West Penn MLS,1568661,N,Y,40.4930541,-80.0201445
MLS Listing,,Single Family Residential,5304 Holmes St,Lawrenceville,PA,15201,418500,3,2.5,Lawrenceville,1672,1999,1910,141,250,,Active,,,https://www.redfin.com/PA/Pittsburgh/5304-Holmes-St-15201/home/74734764,West Penn MLS,1568551,N,Y,40.480545,-79.9498838
MLS Listing,,Single Family Residential,2523 Woodstock Ave,Swissvale,PA,15218,25000,0,,Swissvale,,1738,,141,,,Active,,,https://www.redfin.com/PA/Pittsburgh/2523-Woodstock-Ave-15218/home/74548969,West Penn MLS,1565131,N,Y,40.4158009,-79.8783305
MLS Listing,,Single Family Residential,1311 Denisonview St,Banksville/westwood,PA,15205,130000,2,1,Banksville/Westwood,1061,2600,1947,142,123,,Active,,,https://www.redfin.com/PA/Pittsburgh/1311-Denisonview-St-15205/home/73590855,West Penn MLS,1568683,N,Y,40.4354182,-80.0493405
MLS Listing,,Single Family Residential,3710 Oakleaf Rd,Baldwin Boro,PA,15227,150000,3,2,Baldwin Boro,1044,8986,1952,143,144,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/3710-Oakleaf-Rd-15227/home/74487890,West Penn MLS,1564384,N,Y,40.3753643,-79.9564185
MLS Listing,,Single Family Residential,221 Mayflower,East Liberty,PA,15206,169900,6,2,East Liberty,,2178,1890,143,,,Active,,,https://www.redfin.com/PA/Pittsburgh/221-Mayflower-St-15206/home/74474193,West Penn MLS,1566842,N,Y,40.4619628,-79.9131156
MLS Listing,,Single Family Residential,1115 Hillsdale Ave,Dormont,PA,15216,236900,3,1.5,Dormont,1340,3449,1925,143,177,,Active,,,https://www.redfin.com/PA/Pittsburgh/1115-Hillsdale-Ave-15216/home/74770747,West Penn MLS,1568547,N,Y,40.3900154,-80.0339264
PAST SALE,,Single Family Residential,641 Ravencrest Rd,O'hara,PA,15215,359000,4,2.5,O'Hara,2145,33889,1960,144,167,,Pending,,,https://www.redfin.com/PA/Pittsburgh/641-Ravencrest-Rd-15215/home/73525003,West Penn MLS,1564108,N,Y,40.5130833,-79.9161437
MLS Listing,,Single Family Residential,5442 Brownsville Rd,Baldwin Boro,PA,15236,34900,0,,Baldwin Boro,,19575,,144,,,Active,,,https://www.redfin.com/PA/Pittsburgh/5442-Brownsville-Rd-15236/home/105337986,West Penn MLS,1566995,N,Y,40.336795,-79.985197
MLS Listing,,Single Family Residential,609 Chautauqua St,Perry Hilltop,PA,15214,10000,4,1,Perry Hilltop,1312,1942,1888,144,8,,Active,,,https://www.redfin.com/PA/Pittsburgh/609-Chautauqua-St-15214/home/74641043,West Penn MLS,1567075,N,Y,40.4641343,-80.0169114
MLS Listing,,Single Family Residential,2622 N Charles St,Perry Hilltop,PA,15214,45000,4,1.5,Perry Hilltop,1404,1999,1900,144,32,,Active,,,https://www.redfin.com/PA/Pittsburgh/2622-N-Charles-St-15214/home/74645483,West Penn MLS,1567024,N,Y,40.4685032,-80.0150098
MLS Listing,,Single Family Residential,551 Chautauqua St,Perry Hilltop,PA,15214,25000,3,1.5,Perry Hilltop,1908,1999,1891,144,13,,Active,,,https://www.redfin.com/PA/Pittsburgh/551-Chautauqua-St-15214/home/74641047,West Penn MLS,1567098,N,Y,40.4642605,-80.016615
MLS Listing,,Single Family Residential,243 Crestmont Rd,Mccandless,PA,15237,375000,3,2,McCandless,1739,21257,1959,144,216,,Active,,,https://www.redfin.com/PA/Pittsburgh/243-Crestmont-Rd-15237/home/74761686,West Penn MLS,1568275,N,Y,40.581519,-80.0345644
New Construction Home,,Single Family Residential,2570 Willowbrook Rd,Pittsburgh,PA,15241,484990,4,2.5,Willowbrooke Estates,1988,,2022,145,244,,Active,,,https://www.redfin.com/PA/Pittsburgh/2570-Willowbrook-Rd-15241/home/144907642,NewHomeSource.com,2247198,N,Y,40.3100147,-80.074377
MLS Listing,,Single Family Residential,262 57th St,Lawrenceville,PA,15201,74500,2,1,Lawrenceville,833,4878,1890,145,89,,Active,,,https://www.redfin.com/PA/Pittsburgh/262-57th-St-15201/home/74467833,West Penn MLS,1568362,N,Y,40.4831322,-79.9443542
MLS Listing,,Single Family Residential,0 Foxwood Ln,Scott Twp - Sal,PA,15220,87900,0,,Scott Twp - SAL,,11979,,145,,,Active,,,https://www.redfin.com/PA/PITTSBURGH/FOXWOOD-LN-15220/home/147554556,West Penn MLS,1568325,N,Y,40.394617,-80.07374
MLS Listing,,Single Family Residential,1521 Nobles Ln,Carrick,PA,15210,149999,4,2,Carrick,2024,10667,1880,145,74,,Active,,,https://www.redfin.com/PA/Pittsburgh/1521-Nobles-Ln-15210/home/74687236,West Penn MLS,1568221,N,Y,40.3979503,-79.997395
MLS Listing,,Single Family Residential,1040 Shreve St,Spring Hill,PA,15212,69900,5,1,Spring Hill,1785,1951,1900,146,39,,Active,,,https://www.redfin.com/PA/Pittsburgh/1040-Shreve-St-15212/home/73578613,West Penn MLS,1567151,N,Y,40.4707927,-79.9975261
MLS Listing,,Single Family Residential,477 Billy,Penn Hills,PA,15235,150000,2,2,Penn Hills,,9583,1965,146,,,Active,,,https://www.redfin.com/PA/Pittsburgh/477-Billy-Dr-15235/home/74696813,West Penn MLS,1567135,N,Y,40.4923683,-79.7997085
